show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s1301,Movie,The Little Whirlwind,Riley Thomas,"Walt Disney, Thelma Boardman",United States,"November 12, 2019",1941,TV-Y7,9 min,"Animation, Family, Kids"
s1302,Movie,The Living Desert,James Algar,Winston Hibler,United States,"November 12, 2019",1953,G,69 min,"Animals & Nature, Documentary, Family"
s1303,Movie,The Lizzie McGuire Movie,Jim Fall,"Hilary Duff, Adam Lamberg, Robert Carradine, Hallie Todd, Jake Thomas, Yani Gellman",United States,"November 12, 2019",2003,PG,95 min,"Comedy, Coming of Age, Family"
s1304,Movie,The Lost Tomb of Alexander the Great,Duncan Singh,Matt McFetridge,United Kingdom,"November 12, 2019",2019,TV-PG,44 min,"Documentary, Historical"
s1305,Movie,The Love Bug (1969),Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn, Benson Fong",United States,"November 12, 2019",1969,G,108 min,"Action-Adventure, Comedy, Family"
s1306,Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery","Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris, John Fiedler, Ralph Wright",United States,"November 12, 2019",1977,TV-Y,75 min,"Animation, Kids, Musical"
s1307,Movie,The Million Dollar Duck,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",United States,"November 12, 2019",1971,G,93 min,"Comedy, Family"
s1308,Movie,The Mistle-Tones,Paul Hoen,"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend",United States,"November 12, 2019",2012,TV-PG,87 min,"Drama, Music"
s1309,Movie,The Muppet Christmas Carol,Brian Henson,"Michael Caine, Steve Whitmire, Frank Oz, Dave Goelz, Jerry Nelson, David Rudman","United States, United Kingdom","November 12, 2019",1992,G,87 min,"Comedy, Drama, Family"
s1310,Movie,The Muppet Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning","United Kingdom, United States","November 12, 2019",1979,G,95 min,"Action-Adventure, Comedy, Family"
s1311,Movie,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson",United States,"November 12, 2019",2011,PG,108 min,"Comedy, Family, Kids"
s1312,TV Show,The Muppets (Series),,"Bill Barretta, Dave Goelz, Eric Jacobson, Peter Linz, David Rudman, Matt Vogel",United States,"November 12, 2019",2015,TV-PG,1 Season,Comedy
s1313,TV Show,The New Adventures of Winnie the Pooh,,"Jim Cummings, Paul Winchell, John Fiedler, Ken Sansome, Tim Hoskins, Patty Paris",United States,"November 12, 2019",1988,TV-Y,4 Seasons,"Animation, Kids"
s1314,Movie,The Old Mill,Wilfred Jackson,,United States,"November 12, 2019",1937,TV-Y7,9 min,"Action-Adventure, Animation, Family"
s1315,Movie,The Olympic Champ,Jack Kinney,,United States,"November 12, 2019",1942,TV-G,7 min,"Animation, Comedy, Family"
s1316,Movie,The Parent Trap,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens","United States, United Kingdom","November 12, 2019",1998,PG,129 min,"Comedy, Family, Romance"
s1317,Movie,The Parent Trap (1961),David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",United States,"November 12, 2019",1961,G,129 min,"Comedy, Family, Romance"
s1318,Movie,The Pied Piper,Wilfred Jackson,,United States,"November 12, 2019",1933,TV-G,8 min,"Animation, Family, Musical"
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",Walt Disney,United States,"November 12, 2019",1956,TV-PG,52 min,"Documentary, Family"
s1320,Movie,The Poof Point,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",United States,"November 12, 2019",2001,TV-G,80 min,"Comedy, Coming of Age, Science Fiction"
s1321,Movie,The Prince and the Pauper,Don Chaffey,"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen",United Kingdom,"November 12, 2019",1962,G,94 min,"Action-Adventure, Coming of Age, Family"
s1322,Movie,The Princess and the Frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",United States,"November 12, 2019",2009,G,99 min,"Animation, Comedy, Family"
s1323,Movie,The Princess Diaries,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman","United States, United Kingdom","November 12, 2019",2001,G,116 min,"Comedy, Coming of Age, Family"
s1324,Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall",United States,"November 12, 2019",2004,G,114 min,"Comedy, Family, Romance"
s1325,Movie,The Proud Family Movie,Bruce Smith,"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye",United States,"November 12, 2019",2005,TV-G,95 min,"Animation, Comedy, Family"
s1326,Movie,The Reluctant Dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",United States,"November 12, 2019",1941,G,74 min,"Animation, Comedy, Family"
s1327,TV Show,The Replacements,,"Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett",United States,"November 12, 2019",2006,TV-G,1 Season,"Animation, Comedy, Family"
s1328,Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,"November 12, 2019",1977,G,78 min,"Action-Adventure, Animation, Comedy"
s1329,Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",United States,"November 12, 2019",1990,G,78 min,"Action-Adventure, Animation, Family"
s1330,Movie,The Rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,"November 12, 2019",2002,G,129 min,"Biographical, Family, Sports"
s1331,Movie,The Santa Clause,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg","United States, Canada","November 12, 2019",1994,PG,98 min,"Comedy, Family, Fantasy"
s1332,Movie,The Santa Clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada","November 12, 2019",2002,G,106 min,"Comedy, Family, Fantasy"
s1333,Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada","November 12, 2019",2006,G,94 min,"Comedy, Family, Fantasy"
s1334,Movie,The Scream Team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,"November 12, 2019",2002,TV-PG,88 min,"Comedy, Fantasy"
s1335,Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯","China, Hong Kong, United States","November 12, 2019",2009,G,84 min,Fantasy
s1336,Movie,The Shaggy D.A.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,"November 12, 2019",1976,G,92 min,"Comedy, Family, Fantasy"
s1337,Movie,The Shaggy Dog,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",United States,"November 12, 2019",1959,G,102 min,"Comedy, Family, Fantasy"
s1338,Movie,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",United States,"November 12, 2019",1960,G,90 min,"Action-Adventure, Drama, Family"
s1339,Movie,The Simple Things,Charles Nichols,,United States,"November 12, 2019",1953,TV-G,8 min,"Animation, Comedy, Family"
s1340,Movie,The Sound of Music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,"November 12, 2019",1965,G,175 min,"Biographical, Family, Historical"
s1341,Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",United Kingdom,"November 12, 2019",1952,PG,84 min,"Action-Adventure, Family"
s1342,Movie,The Strongest Man in the World,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,"November 12, 2019",1975,G,92 min,"Comedy, Family, Science Fiction"
s1343,Movie,The Suite Life Movie,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,"November 12, 2019",2011,TV-G,81 min,"Comedy, Coming of Age"
s1344,TV Show,The Suite Life of Zack & Cody,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes",United States,"November 12, 2019",2004,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age"
s1345,TV Show,The Suite Life On Deck,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis",United States,"November 12, 2019",2008,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age"
s1346,Movie,The Swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,"November 12, 2019",2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy"
s1347,Movie,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,"November 12, 2019",1999,TV-G,89 min,"Coming of Age, Fantasy"
s1348,Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira",United States,"November 12, 2019",1945,G,72 min,"Animation, Family, Musical"
s1349,Movie,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States","November 12, 2019",1993,PG,106 min,"Action-Adventure, Comedy, Family"
s1350,Movie,The Tigger Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka","United States, Japan","November 12, 2019",2000,G,81 min,"Action-Adventure, Animation, Kids"
s1351,Movie,The Tortoise and the Hare,Wilfred Jackson,,United States,"November 12, 2019",1935,TV-G,9 min,"Animation, Family, Sports"
s1352,Movie,The Ugly Dachshund,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",United States,"November 12, 2019",1966,TV-G,93 min,"Animals & Nature, Comedy, Family"
s1353,Movie,The Ugly Duckling,Jack Cutting,,United States,"November 12, 2019",1939,TV-Y7,9 min,"Animation, Family"
s1354,Movie,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan","Canada, United States","November 12, 2019",2000,TV-G,81 min,"Comedy, Coming of Age, Fantasy"
s1355,Movie,The Vanishing Prairie,James Algar,Winston Hibler,United States,"November 12, 2019",1954,G,71 min,"Animals & Nature, Documentary, Family"
s1356,Movie,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States","November 12, 2019",2006,G,86 min,"Action-Adventure, Animation, Comedy"
s1357,Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,"November 12, 2019",1934,TV-G,8 min,"Animation, Family, Kids"
s1358,Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,"November 12, 2019",2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy"
s1359,TV Show,The World According to Jeff Goldblum,,Jeff Goldblum,United States,"November 12, 2019",2019,TV-PG,2 Seasons,Docuseries
s1360,Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",United States,"November 12, 2019",2003,G,51 min,"Action-Adventure, Animals & Nature, Drama"
s1361,Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",United States,"November 12, 2019",1936,TV-Y7,9 min,"Animation, Family, Parody"
s1362,Movie,Three Days,Michael Switzer,,United States,"November 12, 2019",2001,TV-G,93 min,"Drama, Fantasy"
s1363,Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,"November 12, 2019",1933,TV-Y7,9 min,"Animation, Family, Kids"
s1364,Movie,Three Little Wolves,Dave Hand,,United States,"November 12, 2019",1936,TV-Y7,9 min,"Animation, Family"
s1365,Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France","November 12, 2019",1987,PG,103 min,"Buddy, Comedy"
s1366,Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",United States,"November 12, 2019",1990,PG,104 min,"Buddy, Comedy, Romance"
s1367,Movie,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,"November 12, 2019",1936,TV-G,10 min,"Animation, Comedy, Family"
s1368,Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,"November 12, 2019",2004,TV-PG,88 min,"Drama, Family"
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,"November 12, 2019",1993,PG,78 min,"Animation, Family, Fantasy"
s1370,TV Show,Timon & Pumbaa,,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",United States,"November 12, 2019",1995,TV-Y,3 Seasons,"Animation, Buddy, Comedy"
s1371,Movie,Tin Toy,John Lasseter,"Tinny , Billy",United States,"November 12, 2019",1988,TV-G,5 min,"Animation, Family, Kids"
s1372,Movie,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,"November 12, 2019",2008,G,81 min,"Action-Adventure, Animation, Fantasy"
s1373,Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",United States,"November 12, 2019",2010,G,80 min,"Action-Adventure, Animation, Fantasy"
s1374,Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,"November 12, 2019",2009,G,84 min,"Action-Adventure, Animation, Fantasy"
s1375,Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",United States,"November 12, 2019",2017,TV-PG,47 min,"Documentary, Historical"
s1376,Movie,Toby Tortoise Returns,Wilfred Jackson,,United States,"November 12, 2019",1936,TV-Y7,8 min,"Animation, Family, Sports"
s1377,Movie,Tom and Huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,"November 12, 2019",1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age"
s1378,Movie,Toy Story,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger",United States,"November 12, 2019",1995,G,83 min,"Action-Adventure, Animation, Buddy"
s1379,Movie,Toy Story 2,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",United States,"November 12, 2019",1999,G,93 min,"Action-Adventure, Animation, Comedy"
s1380,Movie,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",United States,"November 12, 2019",2010,G,103 min,"Animation, Comedy, Drama"
s1381,Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",United States,"November 12, 2019",2011,G,6 min,"Animation, Comedy, Family"
s1382,Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",United States,"November 12, 2019",2012,G,9 min,"Animation, Comedy, Family"
s1383,Movie,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris",United States,"November 12, 2019",2011,G,10 min,"Animation, Family, Kids"
s1384,Movie,Trail of the Panda,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",China,"November 12, 2019",2009,G,89 min,"Action-Adventure, Animals & Nature, Family"
s1385,Movie,Trailer Horn,Jack Hannah,,United States,"November 12, 2019",1950,TV-G,7 min,"Animation, Comedy, Family"
s1386,Movie,Treasure Island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States","November 12, 2019",1950,PG,96 min,"Action-Adventure, Family"
s1387,Movie,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore",United States,"November 12, 2019",1976,G,116 min,"Action-Adventure, Family, Mystery"
s1388,Movie,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",United States,"November 12, 2019",2002,PG,98 min,"Action-Adventure, Animation, Family"
s1389,Movie,Tree Climbing Lions,,Alexander Braczkowski,,"November 12, 2019",2018,TV-PG,45 min,"Animals & Nature, Documentary, Family"
s1390,Movie,Tron,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor",United States,"November 12, 2019",1982,PG,96 min,"Action-Adventure, Family, Science Fiction"
s1391,Movie,Tru Confessions,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman","United States, Canada","November 12, 2019",2002,TV-G,83 min,"Coming of Age, Drama"
s1392,Movie,Tuck Everlasting,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",United States,"November 12, 2019",2002,PG,91 min,"Coming of Age, Drama, Fantasy"
s1393,Movie,Tugboat Mickey,Clyde Geronimi,"Walt Disney, Clarence Nash, Pinto Colvig",United States,"November 12, 2019",1940,TV-G,8 min,"Animation, Comedy, Family"
s1394,Movie,Twas the Night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,"November 12, 2019",2001,TV-G,87 min,"Comedy, Crime, Fantasy"
s1395,Movie,Twitches,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson",United States,"November 12, 2019",2005,TV-PG,87 min,"Comedy, Fantasy"
